overall,soundness,presentation,contribution,PaperId
8,4,4,4,8094
5,3,3,2,8097
6,3,3,3,8086
5,3,4,2,8059
5,2,2,2,8086
3,2,3,1,8097
5,3,2,3,8064
3,2,3,2,8093
6,3,3,3,8090
5,2,3,3,8097
6,2,4,3,8094
5,2,2,3,8090
1,1,2,1,8094
8,3,4,4,7983
5,4,3,2,8079
6,3,3,3,8064
5,2,2,2,7983
6,3,3,3,8064
8,3,3,3,8098
3,3,3,3,8123
6,3,3,2,8107
5,3,2,2,8125
6,4,3,2,8125
3,2,3,2,80
6,3,3,2,8107
6,4,2,3,8099
5,3,3,2,8080
6,3,2,3,8099
5,2,2,2,8123
6,3,2,2,8099
3,1,1,2,7983
3,2,2,1,7983
3,1,4,1,8123
6,3,3,3,8098
5,3,3,2,80
6,3,3,3,80
5,2,3,2,8080
6,2,2,2,8125
8,3,3,3,8107
8,3,3,3,8109
6,2,3,3,8107
5,2,2,2,8064
1,2,1,2,8123
3,2,2,2,8109
5,3,2,2,8098
5,3,3,2,8079
8,3,3,3,8098
5,2,2,2,8125
3,3,2,2,8079
6,4,3,3,8099
3,2,2,2,8080
8,3,4,3,8109
5,3,3,2,80
5,3,4,2,8072
3,3,2,2,8126
6,3,3,3,796
6,3,3,3,8139
6,3,3,2,8138
3,3,3,2,796
6,2,3,3,8072
3,2,3,2,811
3,1,1,2,8117
5,3,3,2,811
6,4,4,3,8085
6,4,3,3,8091
3,2,3,2,796
3,4,4,2,8072
6,3,3,3,8091
5,2,4,2,811
3,3,2,3,8138
5,2,2,3,8126
8,3,3,3,8085
8,3,3,3,8117
6,3,4,3,8072
3,1,1,2,8109
5,3,2,2,8091
5,3,3,2,811
5,2,2,3,8138
5,3,3,2,8091
6,3,3,2,8085
3,2,2,3,8138
3,2,2,2,8139
5,2,2,2,8126
5,2,3,2,8117
5,3,3,2,8139
8,4,4,3,8144
3,1,2,1,8143
5,3,3,2,8143
6,3,3,3,8104
5,3,3,2,7822
3,3,2,1,815
6,3,3,3,8145
5,2,2,2,8130
8,2,3,3,8130
5,3,3,2,8143
10,4,4,4,8104
8,2,2,3,8130
6,3,2,2,8147
3,4,3,2,8136
8,4,4,4,8136
3,2,2,1,8136
6,3,3,3,8144
5,3,3,2,8145
5,2,3,2,8136
8,3,2,3,8130
5,2,2,2,8139
8,2,3,3,8147
5,2,3,3,8143
3,3,2,2,8152
5,2,2,2,815
6,2,3,2,8147
5,3,2,3,8145
5,3,3,2,815
6,3,3,3,7822
5,3,2,3,7822
6,3,3,2,8147
5,2,3,2,8147
5,3,2,3,8104
5,2,2,2,8152
5,2,3,2,8104
5,2,3,3,815
1,3,3,1,8144
8,3,3,3,8145
1,1,3,1,8144
3,2,3,1,8143
8,3,3,3,8112
6,3,2,3,8161
8,3,3,3,8071
3,4,4,2,8165
6,3,3,3,805
8,3,3,3,8071
6,2,3,2,8149
5,2,2,2,8166
8,4,3,4,8149
6,3,3,2,805
6,2,4,3,8112
5,3,2,2,805
5,2,3,2,8149
5,2,3,2,8156
6,3,3,2,8071
5,2,1,1,8071
8,3,3,3,8149
5,3,3,2,8161
3,3,2,2,8152
5,2,1,3,8156
3,2,2,2,8165
6,3,2,3,8166
5,3,3,3,8152
8,4,4,3,8165
5,2,1,2,805
6,3,4,3,8166
6,3,3,4,8112
5,2,3,3,8161
6,3,3,3,8112
6,3,3,3,8156
5,3,3,2,8165
6,2,3,3,8156
5,2,1,2,8166
5,2,2,2,8166
5,2,2,2,8166
5,3,2,2,7040
5,3,3,2,7267
3,3,1,2,7259
8,3,2,2,7263
3,3,2,3,7268
5,2,2,2,7227
6,3,3,3,7040
5,3,2,3,7267
8,3,4,3,7263
8,4,4,4,7261
5,3,3,3,7268
3,2,2,2,7265
3,3,3,3,7258
5,2,2,2,7190
5,3,3,3,7258
6,3,2,3,7263
6,3,3,3,7040
5,3,2,3,7258
5,1,1,1,7261
5,3,3,2,7190
3,2,3,1,7261
3,2,3,1,7265
3,2,2,2,7258
5,3,3,2,7268
6,3,2,3,7259
8,3,4,3,7040
6,2,2,2,7242
3,2,2,2,7261
3,3,2,2,7190
5,2,2,3,7040
6,2,3,3,7242
6,1,2,2,725
5,3,3,2,7190
5,2,3,3,7227
1,2,1,1,7267
6,3,3,2,7259
5,2,2,2,7259
5,3,3,3,7265
8,3,3,2,7242
8,3,2,3,7242
8,3,3,3,8069
6,3,2,3,8163
6,3,3,2,813
1,1,1,1,8179
3,2,2,1,8119
3,3,2,1,8119
6,2,3,2,813
3,2,3,1,8162
3,2,2,2,8166
8,3,3,4,8120
6,2,2,3,8069
6,3,3,3,8163
8,4,4,4,8172
3,3,3,1,8162
8,3,3,3,8069
5,3,1,3,8119
3,3,2,2,8166
6,2,2,2,8178
8,3,3,3,8120
8,3,3,3,8120
5,2,2,2,8179
6,3,3,3,8163
3,3,2,2,8172
5,3,1,2,8172
3,1,2,1,8186
5,3,3,2,8167
3,2,1,1,8167
5,2,3,2,8186
8,3,4,3,813
6,4,3,3,8167
3,2,3,2,8179
6,4,3,3,8162
5,2,2,2,8172
8,3,3,3,8069
5,3,2,2,8120
3,2,2,1,8179
3,1,3,2,8186
8,4,4,3,813
3,2,2,2,8119
6,3,3,3,8178
6,3,3,3,8178
6,3,3,3,8160
8,3,2,3,8142
5,4,1,2,8183
5,2,2,3,8185
1,3,3,1,8183
6,3,2,3,8142
6,2,3,2,8170
3,3,1,2,8160
8,3,4,3,8116
5,2,2,2,8116
5,2,3,2,8170
6,3,3,3,8175
3,3,1,2,8170
8,4,4,3,8185
3,2,3,1,8157
3,3,3,2,8017
8,3,3,3,8175
6,3,4,3,8183
6,3,3,2,8185
6,3,2,3,8160
3,2,2,3,8183
6,3,3,3,8017
8,3,3,3,8175
3,2,3,2,8183
6,3,3,3,8185
6,3,2,2,8175
3,2,1,2,8116
3,3,3,3,8157
6,3,3,3,8142
6,3,2,3,8157
6,3,4,3,8142
6,2,3,2,8198
1,1,1,2,8170
5,3,2,2,8017
5,2,2,2,8198
3,3,2,2,8116
8,3,3,3,8017
5,3,2,3,8157
8,3,3,3,8173
5,2,3,2,8198
8,3,3,3,8187
3,2,3,2,7978
3,3,3,1,8199
3,2,3,2,8200
6,2,3,2,8199
3,1,1,1,8207
8,4,2,3,8173
6,3,3,3,8210
6,4,2,3,8173
5,3,3,2,8200
6,3,2,3,8187
3,3,3,1,8207
3,2,1,1,8200
6,3,3,3,8198
3,2,2,1,8207
3,3,3,2,8200
1,1,2,1,8210
6,3,3,2,7978
5,3,3,3,8190
5,2,3,1,7978
3,2,3,2,8207
8,2,3,2,8187
8,4,4,3,8187
5,2,3,2,8210
6,4,3,3,8173
8,3,3,4,8199
8,4,3,3,8173
8,4,4,4,8200
5,2,2,2,7978
8,3,4,3,8199
5,2,2,2,8173
8,3,3,3,8223
5,2,2,2,8206
5,2,2,2,8211
3,2,2,2,8223
3,2,2,1,8205
1,2,2,1,8222
3,3,3,2,8216
3,1,1,1,8216
5,3,3,2,8222
3,2,3,2,8205
3,2,2,2,8222
5,3,2,2,8206
3,2,2,2,8222
5,2,3,2,8223
5,3,2,2,8212
8,3,3,3,8206
3,2,1,1,8223
5,3,2,2,8212
3,2,2,2,8190
5,3,3,2,8211
3,3,2,2,8223
3,2,3,1,8216
6,3,3,3,8206
3,2,2,2,8223
3,3,2,1,8190
5,3,3,2,8216
6,2,3,2,8211
8,4,4,4,8211
3,2,2,1,8205
5,3,2,2,8205
5,3,3,2,8212
6,4,3,4,8211
8,3,3,3,816
8,3,3,3,821
6,2,3,3,816
8,3,3,4,8221
6,3,3,2,8220
3,4,4,2,819
5,3,3,3,8221
6,3,3,3,8129
5,3,3,2,8129
6,3,3,2,819
5,3,3,2,819
3,3,3,1,8184
6,3,3,3,8215
5,3,3,2,8184
8,3,3,3,8221
5,3,3,2,819
8,3,4,3,816
6,2,2,3,8215
8,4,4,4,821
3,2,1,2,819
3,3,3,3,816
5,3,3,2,8220
5,3,3,3,816
6,3,3,3,821
5,2,3,2,8220
5,3,2,2,8184
5,2,3,2,8215
5,3,3,2,8220
8,3,4,3,8129
6,3,2,3,8215
6,3,3,3,821
5,3,3,3,8184
6,3,3,2,8221
6,3,3,2,8129
3,2,2,2,8224
3,2,2,2,820
5,2,3,2,8230
5,3,3,3,820
3,1,2,1,81
5,3,3,2,820
1,2,3,2,81
5,3,3,1,8213
5,3,3,3,823
8,3,3,3,823
3,2,2,2,8224
6,3,3,2,8213
5,3,3,2,8213
6,3,3,3,8230
6,3,3,3,8213
5,3,3,2,8224
5,2,3,2,820
5,2,3,2,8230
6,3,3,3,8230
3,3,2,2,8224
6,2,3,2,8225
8,4,4,4,8230
5,2,3,3,8225
6,3,3,3,8225
5,2,2,2,81
5,3,3,2,81
6,3,3,3,8225
6,2,3,2,8230
5,2,2,2,8225
3,2,3,3,820
5,3,2,2,823
6,3,3,3,823
3,3,2,2,8232
8,3,3,3,8195
6,3,3,2,8231
5,3,3,2,8255
3,2,3,2,8240
3,3,2,1,8240
3,1,1,2,8255
6,3,3,2,8237
8,4,4,4,8203
8,3,3,3,8258
3,3,3,2,8237
3,1,2,2,8255
3,4,4,2,8237
3,2,3,2,8240
5,2,2,2,8232
5,2,2,2,824
5,2,3,2,8202
3,1,2,1,8195
5,2,3,2,8202
3,2,2,2,8247
3,2,2,3,824
3,2,2,2,8247
6,3,2,3,824
6,3,3,2,8232
8,4,4,3,8258
3,3,3,1,8247
3,3,3,2,824
5,2,2,2,8231
8,3,3,3,8258
3,2,1,2,8232
5,2,3,2,8237
1,1,1,1,8255
6,3,3,3,8195
3,1,2,1,8240
1,1,1,1,823
3,2,2,1,8203
6,3,3,3,8231
3,2,1,1,8247
5,3,2,2,8203
5,3,3,3,8254
10,3,4,4,8202
6,3,3,3,818
8,3,3,3,8242
6,3,3,3,8254
6,2,3,2,8254
6,3,3,3,818
6,3,3,2,8244
8,3,3,3,8243
5,2,3,2,8244
5,3,3,2,8242
3,2,2,1,8244
6,3,3,2,8244
6,2,3,2,818
5,2,4,3,8254
5,2,2,2,8242
5,2,2,2,8254
6,3,3,3,8243
6,2,3,3,8243
8,3,4,3,8202
8,3,3,3,818
3,2,3,2,8263
3,2,1,2,8263
6,3,4,2,8202
6,3,3,2,7274
3,1,2,2,7241
3,3,3,2,7264
6,2,2,2,7274
6,2,3,2,7274
5,3,3,2,7275
3,3,3,2,7241
3,2,2,1,7278
5,3,2,2,7270
6,3,3,3,7253
8,3,4,3,7253
5,2,3,2,7272
5,3,3,2,7269
3,2,2,2,7272
6,3,3,3,7274
8,4,4,4,7274
1,1,1,1,7269
6,3,2,2,7275
3,3,3,2,7278
6,2,3,3,7269
6,3,3,3,7272
5,2,3,2,7264
5,3,2,2,7270
6,3,3,3,725
5,2,1,2,7278
3,3,3,1,7274
5,3,3,2,7253
5,3,3,3,7270
5,3,3,2,7253
1,3,3,3,7264
5,3,3,2,7275
6,3,2,3,7275
6,4,4,2,725
5,2,3,2,7278
5,2,3,2,7241
5,2,3,2,7241
3,2,3,2,7272
6,3,3,3,7051
3,1,2,2,7269
6,3,3,2,725
8,4,3,3,7051
6,2,3,2,8190
5,2,3,3,7017
6,4,4,3,7495
6,3,3,3,7706
6,3,3,2,776
3,2,3,2,8276
5,2,3,2,8228
5,4,3,2,8266
1,1,1,1,8284
1,1,1,1,8273
5,3,1,2,8282
3,3,3,2,8284
8,3,4,3,8248
6,2,3,3,8285
3,2,1,3,8263
5,2,3,3,8276
3,2,3,2,8217
3,2,2,2,8283
3,2,2,1,8263
5,3,3,2,8283
8,3,2,3,8282
3,2,3,1,8284
5,2,2,1,8264
6,3,2,3,8273
3,2,1,2,8217
3,2,2,3,8283
5,4,4,4,8282
3,2,2,2,8228
5,2,2,2,8276
5,3,2,3,8273
3,2,3,2,8276
3,2,3,2,8266
3,1,2,2,8248
3,2,2,2,8248
6,4,2,3,8285
6,2,2,2,8264
5,3,3,3,8266
3,2,2,2,8266
5,3,3,2,8217
3,3,1,2,8263
6,3,3,3,8264
3,2,2,2,8283
5,4,4,2,8228
3,2,2,2,8248
6,3,2,3,8285
5,2,2,2,8273
6,3,3,3,8228
5,3,3,2,8285
8,3,2,3,8275
5,2,3,3,825
5,3,3,3,8250
8,2,2,2,8267
8,3,3,3,8234
5,2,2,2,8287
5,3,2,2,8234
3,2,3,1,826
5,3,3,2,8168
8,3,3,3,8234
5,2,2,2,8262
6,2,3,2,8275
8,4,4,3,8236
3,2,3,2,826
8,3,4,3,8168
3,3,4,2,8262
6,3,3,3,8250
6,3,3,3,8287
5,2,2,2,8287
3,2,2,2,8275
3,2,2,2,8287
5,2,4,2,8267
5,4,4,2,8236
6,2,2,3,8234
3,2,3,3,8262
6,2,3,2,8262
6,3,3,3,8250
8,3,3,3,8236
3,2,2,2,8269
8,4,3,3,8275
3,3,3,2,8236
3,2,2,2,8267
8,4,4,3,825
5,3,3,2,8168
5,3,2,2,8250
8,4,4,3,825
6,3,3,3,8267
8,3,3,4,825
8,3,3,3,826
6,2,4,3,8410
6,2,3,2,8400
3,3,3,3,83
6,3,2,3,8364
5,2,3,2,8390
5,2,2,2,83
8,4,4,3,8410
5,3,3,2,83
5,3,2,2,8364
6,4,2,3,8383
3,2,1,1,8424
5,3,2,2,8424
8,3,3,4,8404
8,3,4,3,8400
10,3,4,4,8364
6,3,3,3,8395
6,3,3,3,8410
6,3,2,3,8404
5,2,2,1,83
3,3,3,2,8416
6,3,4,2,8422
6,3,3,2,8404
3,2,2,1,8404
8,3,3,3,8422
6,3,3,2,8424
8,3,3,3,8410
6,3,2,3,8422
5,3,3,2,8416
5,3,2,2,8390
6,3,2,2,8383
8,4,4,3,8400
6,2,2,3,8390
3,2,2,3,8416
5,3,3,2,8390
5,3,2,2,8416
6,3,3,2,8422
3,2,2,2,8424
8,3,3,3,8429
3,2,2,2,8434
3,1,2,1,830
5,3,2,3,830
6,3,3,2,8435
6,3,2,2,8429
6,3,3,3,8423
3,2,2,2,8408
8,2,2,3,8429
5,2,3,2,8423
5,3,4,3,8427
5,3,3,2,8430
3,2,2,2,8434
3,2,2,1,8427
5,3,3,2,8423
6,3,4,3,8435
5,2,4,3,8408
6,3,3,3,8438
6,3,3,2,8435
5,2,2,2,8408
5,3,4,2,8435
3,2,1,2,8430
1,2,1,1,8434
3,2,3,2,830
6,3,3,3,8383
5,3,3,2,8438
3,2,2,1,8408
5,3,3,2,8438
6,2,3,3,8429
5,2,2,2,8427
5,3,3,3,8430
8,3,3,3,8383
6,3,3,3,8427
5,3,3,2,8408
5,2,4,2,8423
3,2,3,1,830
3,2,2,2,843
6,2,2,3,8436
5,2,2,2,8437
5,3,2,2,8450
8,3,4,4,844
6,2,2,3,8450
3,1,2,2,8440
3,2,2,2,8436
6,3,2,3,843
3,2,2,1,8453
6,3,3,3,8397
3,2,2,2,8440
3,2,2,2,8430
3,2,1,2,8440
8,4,3,3,8437
6,3,3,3,7648
5,2,3,2,8437
8,3,2,3,8397
5,3,3,3,8397
6,3,2,3,844
6,3,2,2,8436
8,3,4,3,8436
6,3,3,3,8449
8,4,4,3,7648
3,2,3,1,8449
3,3,3,2,8453
8,4,4,3,7648
6,3,3,2,8450
3,2,2,2,7648
5,2,2,3,8397
3,2,4,2,8437
8,4,3,4,8453
8,3,3,3,844
3,2,2,2,843
8,4,3,4,844
6,3,3,3,8453
5,2,2,2,8450
3,3,2,2,8440
5,3,3,3,843
6,2,3,3,8449
6,2,3,2,8452
6,3,3,3,8459
3,2,2,1,8468
6,3,3,3,8433
5,3,3,2,8468
5,2,3,3,8442
8,4,4,3,8433
5,2,2,3,6837
6,3,3,3,8455
5,3,1,2,6837
6,3,3,3,8452
3,2,2,1,6837
8,3,3,3,8442
6,3,3,3,8459
6,1,2,2,8428
5,2,3,1,8442
5,2,3,2,8468
8,3,4,3,8428
6,3,2,3,8433
6,3,3,2,8455
6,3,3,3,8452
6,3,3,2,8459
6,3,3,3,8459
6,3,3,3,8456
5,2,4,2,8428
6,3,2,2,8452
8,4,3,4,6837
6,3,3,3,8459
6,3,3,3,8442
6,3,2,3,8456
5,2,2,2,8442
6,4,4,3,845
3,3,2,1,8456
3,2,2,2,8428
8,4,4,3,8468
6,3,3,3,8455
5,4,2,3,8455
6,3,3,2,8472
8,3,3,4,8426
3,2,2,2,8482
6,3,3,3,8432
6,3,3,3,8426
5,3,2,2,8432
3,2,2,2,8472
5,2,2,3,8454
3,2,2,2,8476
6,3,3,3,8418
6,3,2,3,8454
8,3,3,3,845
5,2,2,2,8466
6,3,3,3,8472
1,2,2,1,8466
6,2,2,2,8418
3,2,2,2,8466
3,2,2,1,845
5,3,2,2,8432
3,2,3,2,8482
8,3,3,3,8426
5,2,2,2,8476
3,2,2,2,845
3,3,2,2,8432
6,3,3,4,8454
6,3,3,3,8476
6,3,3,3,8482
6,3,2,2,8454
6,3,2,2,8472
6,3,4,3,8476
5,2,3,2,8454
3,2,3,2,8482
3,2,2,2,8466
6,3,3,3,8418
5,3,3,2,8418
3,2,2,1,8482
6,3,3,3,8471
6,3,3,2,848
5,3,3,3,8492
3,2,2,1,8492
6,3,3,2,8469
8,4,4,4,8461
8,2,3,2,8486
6,3,3,3,8471
5,2,3,2,8483
6,4,3,3,848
6,2,2,2,8488
5,2,4,2,8486
5,3,3,2,8471
5,2,2,2,8483
6,3,2,3,8460
8,3,3,3,8471
8,3,3,3,8461
5,3,3,3,8461
6,3,3,3,8488
5,2,4,2,8469
8,3,3,3,8460
6,3,3,2,8461
6,3,3,3,8460
6,3,3,2,8469
6,3,3,2,8486
5,3,3,2,8492
3,3,3,2,8469
8,3,3,3,848
5,2,3,2,8461
6,3,2,3,8488
6,3,3,3,8486
6,3,3,3,8483
8,4,3,4,8460
8,3,3,3,8483
3,3,3,3,8479
3,1,1,1,8473
3,2,2,2,8473
8,3,4,3,8502
3,3,2,3,8479
5,2,2,2,8477
6,3,2,3,8507
5,2,3,2,8507
3,2,3,2,849
6,3,2,3,8473
5,2,2,2,8464
3,2,2,3,8477
3,3,2,2,8479
6,3,4,3,8464
3,4,3,2,849
5,3,3,2,847
6,3,4,2,8502
6,2,3,2,8507
3,2,3,2,8477
5,3,4,2,8464
8,4,4,4,847
6,3,2,3,8479
8,4,4,3,8494
6,3,3,3,8494
3,3,3,1,849
3,2,1,2,8492
6,3,3,3,849
5,3,3,3,8494
3,2,3,2,8477
6,2,2,2,8507
3,2,3,2,8491
6,2,3,3,8502
3,1,3,1,8106
3,3,2,2,8464
8,4,3,3,8491
3,2,1,2,8473
5,2,3,2,8491
3,2,2,1,8507
6,2,3,3,847
6,3,3,2,847
6,3,3,2,8499
5,3,3,2,8491
3,3,2,2,8495
6,3,3,3,8497
3,2,2,2,8495
6,3,4,3,8511
5,2,2,2,8496
5,3,3,2,8508
1,1,1,1,8496
8,3,3,3,8499
6,3,3,3,8499
5,3,2,2,8495
5,2,4,2,8106
3,2,1,2,8487
6,3,2,3,8516
5,2,3,2,8497
8,3,4,3,8514
3,2,2,2,8497
6,3,3,3,8508
6,3,4,3,8514
5,3,4,2,8514
6,2,2,2,8511
6,2,3,3,8508
3,2,3,2,8508
3,2,2,2,8106
3,2,3,2,8496
5,3,2,2,8495
5,2,3,2,8487
6,2,4,3,8106
6,2,2,2,8487
8,4,2,4,8516
3,2,2,1,8496
8,3,4,3,8514
3,1,1,2,8497
8,4,3,3,8499
6,3,3,3,8511
3,2,2,2,8491
5,3,3,2,8487
6,3,3,2,8487
6,3,2,3,8516
3,1,2,1,8524
3,2,3,2,8523
5,3,3,3,8523
10,4,3,4,8504
5,2,2,2,8370
6,2,3,3,8443
3,3,2,1,8467
6,2,2,2,8370
3,2,3,1,8420
3,2,3,2,8505
5,3,3,2,8370
5,2,2,2,8505
6,3,3,2,8467
5,3,2,2,8443
5,2,3,1,8523
3,2,3,2,8524
8,4,4,3,8504
5,3,2,2,8420
3,2,2,2,8528
5,1,3,2,8524
10,4,3,3,8504
8,2,2,3,8504
5,3,3,2,8443
3,2,2,2,8524
8,3,2,4,8467
3,1,2,2,8505
5,3,2,1,8528
3,2,2,1,8467
5,3,3,3,8420
3,2,3,2,8523
3,3,2,2,8528
6,3,3,2,8370
5,2,2,2,8505
6,2,1,3,8370
6,3,2,3,8443
6,3,2,3,8516
3,3,3,1,8545
3,2,3,2,8529
6,3,3,2,8545
6,3,3,3,841
3,3,2,1,8530
6,4,3,2,8252
5,3,3,3,8501
6,3,3,3,8501
5,3,3,2,841
6,2,3,3,8525
3,1,1,2,8525
5,3,2,2,8533
1,2,1,2,8525
6,3,3,3,8252
3,3,3,1,8529
5,2,2,2,8533
3,2,1,1,8530
5,3,3,2,8533
6,3,3,3,8252
3,2,3,2,8536
3,1,2,1,8545
3,2,2,2,8536
3,3,2,2,8536
5,3,3,2,8531
5,3,3,2,841
5,2,2,3,8530
3,2,2,2,841
6,3,4,3,8531
3,2,2,2,8536
5,2,3,3,8531
5,2,3,2,8533
3,2,3,2,8531
3,2,2,2,8545
5,3,2,2,8529
6,3,3,3,8501
8,3,3,4,8501
5,2,2,2,8529
3,2,3,2,82
5,3,4,2,8302
8,3,3,3,8133
5,2,3,2,8314
6,3,3,2,8292
6,3,3,3,8269
6,2,2,2,8304
5,3,3,3,8302
8,3,3,3,8133
5,3,3,2,8288
8,3,4,4,8133
5,3,3,3,8314
5,3,4,3,8292
3,3,1,2,8288
6,4,3,4,82
8,3,3,3,8277
3,2,3,2,8314
3,2,2,2,8304
5,3,3,3,8269
5,2,2,2,82
3,2,3,1,8304
5,3,3,3,8277
3,3,3,2,8302
5,3,3,2,8292
3,2,3,1,8269
8,3,4,3,8302
8,4,4,4,8133
5,3,2,2,8288
5,3,3,2,8277
6,3,3,3,8277
3,2,3,2,8314
5,4,3,3,8288
5,3,3,3,82
6,3,4,3,8543
6,3,3,3,8558
5,2,2,2,8515
6,2,2,3,8543
6,3,3,2,8448
3,3,3,2,8521
6,2,2,3,8558
3,1,3,1,8521
5,3,3,2,8515
3,2,3,1,8539
3,3,3,1,8555
5,3,2,2,8555
6,2,3,3,8448
6,3,3,3,8448
3,3,3,2,8538
6,3,4,2,8539
6,4,3,3,8515
3,3,2,2,8538
5,2,2,2,8518
6,3,3,2,8558
5,2,3,2,8521
3,2,2,1,8555
8,4,4,3,8558
8,2,3,3,8518
5,2,3,2,8543
5,2,2,2,8555
6,3,4,3,8538
3,2,2,2,8538
5,3,3,3,8518
5,3,2,3,8515
6,3,3,2,8518
5,3,3,2,8539
5,3,3,3,8448
6,3,3,2,8583
6,2,3,2,8574
6,2,3,2,8548
6,3,2,3,8446
5,3,3,2,8573
8,4,4,3,8548
1,1,2,1,8583
6,3,3,3,8566
3,2,1,1,8573
5,2,3,2,8571
5,3,2,3,8574
8,3,3,3,8517
8,3,3,3,8513
6,3,2,2,8517
3,3,2,2,8579
6,2,3,3,8517
6,2,3,2,8446
5,3,2,1,8548
3,2,2,2,8513
3,2,3,2,8583
6,2,2,3,8574
3,2,4,2,8579
8,3,3,3,8513
6,3,3,3,8574
6,2,3,2,8548
6,3,3,3,8573
5,3,2,2,8573
8,3,3,3,8446
3,3,3,2,8579
5,3,2,2,8579
3,1,2,3,8571
3,2,2,2,8583
3,2,2,2,8571
5,2,2,2,8571
6,2,4,3,8513
8,4,4,4,8517
6,3,3,3,8589
8,3,3,3,8575
6,3,2,3,8527
5,3,2,2,8572
3,2,2,3,8591
3,2,1,2,8551
5,3,3,3,8551
3,2,2,2,8577
3,3,2,2,8551
5,3,3,3,8566
5,2,2,2,8572
3,2,3,2,8577
3,2,1,2,8564
6,3,2,3,8577
6,3,2,3,8527
8,3,3,3,8246
6,3,3,3,8527
5,2,3,2,8577
3,1,1,1,8551
5,3,2,2,8246
5,2,3,2,8591
5,4,2,2,8589
5,2,2,2,8589
3,2,2,2,8591
3,2,2,1,8572
3,1,2,2,8564
3,2,2,2,8591
8,4,4,4,8566
6,2,2,2,8575
3,2,2,2,8564
3,1,2,1,8572
5,3,3,2,8566
3,2,2,1,8551
6,3,3,3,8527
6,3,3,2,8246
8,4,3,3,8575
6,4,4,2,8564
8,3,3,4,8509
3,2,3,2,8590
6,3,3,3,8589
8,4,3,4,8584
5,3,2,2,8603
1,2,1,2,8603
10,4,4,4,8597
6,3,2,2,8509
5,3,2,3,8562
6,3,3,3,8584
8,3,3,3,8534
5,3,3,3,8590
1,1,2,1,8609
5,2,2,3,8541
1,1,2,1,8603
6,3,3,3,8541
8,3,4,3,8562
3,2,2,2,8590
5,3,2,2,8534
6,1,2,3,8541
5,3,3,2,8597
5,2,2,2,8541
3,2,3,2,8609
3,3,1,2,8534
6,2,3,3,8582
5,3,3,3,8597
5,2,2,2,8590
1,2,1,2,8617
5,2,3,3,8582
1,1,1,1,8617
6,3,3,3,8582
8,3,3,3,8246
1,3,2,1,8597
6,2,3,3,8541
8,3,3,3,8584
1,1,1,1,8617
1,2,3,1,8609
8,3,3,3,8509
6,3,2,3,8562
6,3,2,3,8582
3,3,2,2,8603
3,3,3,2,8594
3,2,3,1,8628
3,4,3,2,8626
1,1,1,1,8637
6,2,3,2,8610
6,3,2,3,8594
6,3,2,2,8610
8,3,3,3,8594
6,2,3,2,8612
5,3,3,2,8604
5,3,2,2,8604
5,2,3,2,8614
3,1,1,1,8637
3,2,2,2,8628
3,1,2,1,8625
1,1,1,1,8637
3,2,3,2,8568
5,3,3,3,8604
1,1,1,1,8637
6,3,2,3,8568
6,3,3,2,8612
3,2,2,2,8628
6,3,3,2,8626
5,3,3,2,8612
6,3,3,3,8628
3,2,2,2,8625
5,3,3,2,8612
8,3,3,4,8594
6,3,3,2,8625
3,2,2,2,8568
5,2,1,2,8610
6,3,3,3,8610
3,2,2,2,8568
1,1,2,1,8614
6,3,3,3,8594
5,3,2,3,8626
6,2,4,3,8614
8,3,4,3,8604
3,3,3,2,8625
6,3,2,2,8526
3,2,2,3,8627
5,2,3,2,8526
3,2,2,1,8623
8,3,3,3,8639
3,3,3,2,8623
5,3,2,3,8647
5,1,1,1,8606
5,4,3,2,8606
3,2,1,1,8627
6,3,3,2,8631
6,3,3,3,8542
6,3,3,3,8606
5,1,1,2,8647
3,2,3,1,8627
6,3,3,3,8631
6,3,3,2,8542
6,3,1,2,8631
5,3,3,2,8542
5,3,3,2,8542
8,3,4,3,8605
3,2,1,2,8606
6,3,2,3,8605
5,3,3,2,8639
3,1,2,1,8627
3,2,3,2,8623
6,4,3,3,8629
3,2,3,2,8623
8,3,3,3,8639
6,2,3,3,8647
5,2,3,2,8526
6,3,4,3,8639
3,3,2,2,8626
6,2,1,2,8631
5,3,3,2,8526
6,2,3,3,8647
6,3,3,3,8605
6,2,3,2,8605
5,3,2,3,8616
6,2,2,2,8629
3,3,3,2,8635
6,3,3,3,8650
5,2,2,3,8616
3,2,3,2,8649
5,3,2,2,863
8,3,3,2,863
5,3,3,2,8630
6,2,3,3,8629
5,2,2,2,8649
5,2,3,2,8648
6,3,4,4,8648
3,2,2,1,8633
3,3,3,2,8648
10,4,3,4,8650
3,3,2,2,8635
3,3,3,3,863
3,2,1,1,8651
6,3,3,2,8650
3,3,1,2,8635
3,2,2,2,8651
6,3,3,3,8651
5,2,3,2,8649
5,2,2,2,8651
3,3,3,3,8635
3,2,2,2,8616
5,3,2,2,8616
3,3,3,2,8651
5,3,3,2,8616
6,3,4,3,8629
5,2,1,3,8630
8,3,3,3,8650
3,2,2,3,8630
3,2,3,2,8633
5,3,3,3,8649
3,2,3,1,7598
6,3,3,3,8659
3,2,2,2,8671
3,2,2,2,8671
5,4,4,2,8671
8,4,2,3,8657
3,2,3,2,8633
5,2,3,2,8642
8,4,4,3,8659
6,3,4,3,8633
8,3,3,3,7598
5,2,2,2,8659
5,3,2,3,8632
8,4,4,4,8632
