original row number,rating,soundness,presentation,contribution,updated rating,absolute difference,bias percentile
36009,6.0,3.0,2.0,3.0,5.886,0.114,5.48
15255,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37933,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42544,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42545,6.0,3.0,2.0,3.0,5.886,0.114,5.48
36302,6.0,3.0,2.0,3.0,5.886,0.114,5.48
44027,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12130,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3034,6.0,3.0,2.0,3.0,5.886,0.114,5.48
20117,6.0,3.0,2.0,3.0,5.886,0.114,5.48
14849,6.0,3.0,2.0,3.0,5.886,0.114,5.48
15896,6.0,3.0,2.0,3.0,5.886,0.114,5.48
23672,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40074,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43920,6.0,3.0,2.0,3.0,5.886,0.114,5.48
35618,6.0,3.0,2.0,3.0,5.886,0.114,5.48
20118,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12669,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12679,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17972,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28168,6.0,3.0,2.0,3.0,5.886,0.114,5.48
8655,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43912,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37854,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43910,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25402,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11418,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3604,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43926,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43905,6.0,3.0,2.0,3.0,5.886,0.114,5.48
16132,6.0,3.0,2.0,3.0,5.886,0.114,5.48
4673,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12689,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40371,6.0,3.0,2.0,3.0,5.886,0.114,5.48
36285,6.0,3.0,2.0,3.0,5.886,0.114,5.48
46340,6.0,3.0,2.0,3.0,5.886,0.114,5.48
15235,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28708,6.0,3.0,2.0,3.0,5.886,0.114,5.48
32466,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28196,6.0,3.0,2.0,3.0,5.886,0.114,5.48
170,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40757,6.0,3.0,2.0,3.0,5.886,0.114,5.48
34092,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17964,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17505,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12008,6.0,3.0,2.0,3.0,5.886,0.114,5.48
46333,6.0,3.0,2.0,3.0,5.886,0.114,5.48
39755,6.0,3.0,2.0,3.0,5.886,0.114,5.48
2762,6.0,3.0,2.0,3.0,5.886,0.114,5.48
33267,6.0,3.0,2.0,3.0,5.886,0.114,5.48
32926,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3931,6.0,3.0,2.0,3.0,5.886,0.114,5.48
15667,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11441,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30342,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12628,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30673,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17540,6.0,3.0,2.0,3.0,5.886,0.114,5.48
18233,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40398,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11447,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43871,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42763,6.0,3.0,2.0,3.0,5.886,0.114,5.48
39548,6.0,3.0,2.0,3.0,5.886,0.114,5.48
7461,6.0,3.0,2.0,3.0,5.886,0.114,5.48
7333,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17542,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30779,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12166,6.0,3.0,2.0,3.0,5.886,0.114,5.48
89,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12608,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28120,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3414,6.0,3.0,2.0,3.0,5.886,0.114,5.48
34388,6.0,3.0,2.0,3.0,5.886,0.114,5.48
26289,6.0,3.0,2.0,3.0,5.886,0.114,5.48
19971,6.0,3.0,2.0,3.0,5.886,0.114,5.48
9107,6.0,3.0,2.0,3.0,5.886,0.114,5.48
16110,6.0,3.0,2.0,3.0,5.886,0.114,5.48
34620,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30775,6.0,3.0,2.0,3.0,5.886,0.114,5.48
20507,6.0,3.0,2.0,3.0,5.886,0.114,5.48
27858,6.0,3.0,2.0,3.0,5.886,0.114,5.48
9105,6.0,3.0,2.0,3.0,5.886,0.114,5.48
5685,6.0,3.0,2.0,3.0,5.886,0.114,5.48
7331,6.0,3.0,2.0,3.0,5.886,0.114,5.48
27861,6.0,3.0,2.0,3.0,5.886,0.114,5.48
21667,6.0,3.0,2.0,3.0,5.886,0.114,5.48
18252,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37549,6.0,3.0,2.0,3.0,5.886,0.114,5.48
23683,6.0,3.0,2.0,3.0,5.886,0.114,5.48
21995,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25906,6.0,3.0,2.0,3.0,5.886,0.114,5.48
35471,6.0,3.0,2.0,3.0,5.886,0.114,5.48
18280,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43933,6.0,3.0,2.0,3.0,5.886,0.114,5.48
26330,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42690,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43990,6.0,3.0,2.0,3.0,5.886,0.114,5.48
39806,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25894,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12740,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11334,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43366,6.0,3.0,2.0,3.0,5.886,0.114,5.48
34311,6.0,3.0,2.0,3.0,5.886,0.114,5.48
35967,6.0,3.0,2.0,3.0,5.886,0.114,5.48
23990,6.0,3.0,2.0,3.0,5.886,0.114,5.48
46446,6.0,3.0,2.0,3.0,5.886,0.114,5.48
34670,6.0,3.0,2.0,3.0,5.886,0.114,5.48
16151,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17477,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43978,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3613,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37495,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17478,6.0,3.0,2.0,3.0,5.886,0.114,5.48
29003,6.0,3.0,2.0,3.0,5.886,0.114,5.48
8645,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28358,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11326,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11325,6.0,3.0,2.0,3.0,5.886,0.114,5.48
3617,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25343,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42646,6.0,3.0,2.0,3.0,5.886,0.114,5.48
31165,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12132,6.0,3.0,2.0,3.0,5.886,0.114,5.48
42649,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37882,6.0,3.0,2.0,3.0,5.886,0.114,5.48
4959,6.0,3.0,2.0,3.0,5.886,0.114,5.48
5031,6.0,3.0,2.0,3.0,5.886,0.114,5.48
19979,6.0,3.0,2.0,3.0,5.886,0.114,5.48
38330,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43361,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37880,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30269,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25354,6.0,3.0,2.0,3.0,5.886,0.114,5.48
31151,6.0,3.0,2.0,3.0,5.886,0.114,5.48
7605,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25789,6.0,3.0,2.0,3.0,5.886,0.114,5.48
26375,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40781,6.0,3.0,2.0,3.0,5.886,0.114,5.48
37792,6.0,3.0,2.0,3.0,5.886,0.114,5.48
12701,6.0,3.0,2.0,3.0,5.886,0.114,5.48
40078,6.0,3.0,2.0,3.0,5.886,0.114,5.48
28495,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25369,6.0,3.0,2.0,3.0,5.886,0.114,5.48
38304,6.0,3.0,2.0,3.0,5.886,0.114,5.48
916,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17491,6.0,3.0,2.0,3.0,5.886,0.114,5.48
17495,6.0,3.0,2.0,3.0,5.886,0.114,5.48
20187,6.0,3.0,2.0,3.0,5.886,0.114,5.48
23967,6.0,3.0,2.0,3.0,5.886,0.114,5.48
21390,6.0,3.0,2.0,3.0,5.886,0.114,5.48
22023,6.0,3.0,2.0,3.0,5.886,0.114,5.48
32452,6.0,3.0,2.0,3.0,5.886,0.114,5.48
35845,6.0,3.0,2.0,3.0,5.886,0.114,5.48
30682,6.0,3.0,2.0,3.0,5.886,0.114,5.48
25366,6.0,3.0,2.0,3.0,5.886,0.114,5.48
26338,6.0,3.0,2.0,3.0,5.886,0.114,5.48
18283,6.0,3.0,2.0,3.0,5.886,0.114,5.48
11372,6.0,3.0,2.0,3.0,5.886,0.114,5.48
45909,6.0,3.0,2.0,3.0,5.886,0.114,5.48
172,6.0,3.0,2.0,3.0,5.886,0.114,5.48
43228,6.0,3.0,2.0,3.0,5.886,0.114,5.48
21395,6.0,3.0,2.0,3.0,5.886,0.114,5.48
19194,3.0,3.0,1.0,1.0,3.103,0.103,3.95
3643,3.0,3.0,1.0,1.0,3.103,0.103,3.95
28522,3.0,3.0,1.0,1.0,3.103,0.103,3.95
32469,3.0,3.0,1.0,1.0,3.103,0.103,3.95
40485,3.0,3.0,1.0,1.0,3.103,0.103,3.95
22919,3.0,3.0,1.0,1.0,3.103,0.103,3.95
36859,3.0,3.0,1.0,1.0,3.103,0.103,3.95
42566,3.0,3.0,1.0,1.0,3.103,0.103,3.95
34250,3.0,3.0,1.0,1.0,3.103,0.103,3.95
31259,3.0,3.0,1.0,1.0,3.103,0.103,3.95
3143,3.0,3.0,1.0,1.0,3.103,0.103,3.95
33321,3.0,3.0,1.0,1.0,3.103,0.103,3.95
18118,3.0,3.0,1.0,1.0,3.103,0.103,3.95
9948,3.0,3.0,1.0,1.0,3.103,0.103,3.95
28820,3.0,3.0,1.0,1.0,3.103,0.103,3.95
9808,3.0,3.0,1.0,1.0,3.103,0.103,3.95
45222,3.0,3.0,1.0,1.0,3.103,0.103,3.95
15418,3.0,3.0,1.0,1.0,3.103,0.103,3.95
13989,3.0,3.0,1.0,1.0,3.103,0.103,3.95
3239,3.0,3.0,1.0,1.0,3.103,0.103,3.95
31599,3.0,3.0,1.0,1.0,3.103,0.103,3.95
28420,3.0,3.0,1.0,1.0,3.103,0.103,3.95
88,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45231,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32765,5.0,2.0,2.0,3.0,5.096,0.096,3.38
2951,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23146,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40195,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35603,5.0,2.0,2.0,3.0,5.096,0.096,3.38
2333,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46536,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41531,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1671,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46269,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22586,5.0,2.0,2.0,3.0,5.096,0.096,3.38
10036,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14165,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40322,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28670,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29461,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22655,5.0,2.0,2.0,3.0,5.096,0.096,3.38
5160,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16683,5.0,2.0,2.0,3.0,5.096,0.096,3.38
33582,5.0,2.0,2.0,3.0,5.096,0.096,3.38
10044,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1163,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6791,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32652,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4003,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28129,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1164,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8646,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46373,5.0,2.0,2.0,3.0,5.096,0.096,3.38
283,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35206,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40776,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39339,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45607,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19624,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16145,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6927,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22947,5.0,2.0,2.0,3.0,5.096,0.096,3.38
2257,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27603,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14815,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40801,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6921,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39360,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24012,5.0,2.0,2.0,3.0,5.096,0.096,3.38
7985,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3880,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8525,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9447,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4958,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32423,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41024,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9426,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39336,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9527,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39121,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4964,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6956,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39547,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14446,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41149,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35974,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19400,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14462,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28983,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45942,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27557,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8186,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27847,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39311,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39313,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45572,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36484,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20519,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41095,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40239,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19431,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19435,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16307,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1408,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27638,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22936,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9332,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36393,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3139,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24109,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27747,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14720,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20576,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20582,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16226,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20583,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15809,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45787,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39432,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32344,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4202,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46461,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36361,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9314,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8032,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22895,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1252,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39412,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45732,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40962,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6568,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4224,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14601,5.0,2.0,2.0,3.0,5.096,0.096,3.38
224,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19471,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19605,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39476,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29162,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4921,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46453,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3027,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39403,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9369,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9217,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1586,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46466,5.0,2.0,2.0,3.0,5.096,0.096,3.38
33335,5.0,2.0,2.0,3.0,5.096,0.096,3.38
33368,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24078,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9349,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24081,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15829,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19657,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19662,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36606,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24442,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46411,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29397,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23788,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23055,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3214,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6510,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39156,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22701,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15056,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36148,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40569,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41325,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39793,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40313,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6833,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40594,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24399,5.0,2.0,2.0,3.0,5.096,0.096,3.38
7920,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1192,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32081,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8806,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40205,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36124,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36680,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40478,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23583,5.0,2.0,2.0,3.0,5.096,0.096,3.38
317,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19835,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1358,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29429,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6817,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29426,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9872,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22676,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41377,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19824,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45287,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20038,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46217,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15979,5.0,2.0,2.0,3.0,5.096,0.096,3.38
33192,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15091,5.0,2.0,2.0,3.0,5.096,0.096,3.38
15420,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32623,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36610,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28247,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20707,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19298,5.0,2.0,2.0,3.0,5.096,0.096,3.38
8511,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14369,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32145,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27907,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9017,5.0,2.0,2.0,3.0,5.096,0.096,3.38
9654,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28916,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20312,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32512,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46429,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14924,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35488,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27878,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36546,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32168,5.0,2.0,2.0,3.0,5.096,0.096,3.38
14919,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24290,5.0,2.0,2.0,3.0,5.096,0.096,3.38
39271,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41180,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40712,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29274,5.0,2.0,2.0,3.0,5.096,0.096,3.38
40670,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6851,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28899,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36580,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27453,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35645,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36188,5.0,2.0,2.0,3.0,5.096,0.096,3.38
45410,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3835,5.0,2.0,2.0,3.0,5.096,0.096,3.38
46092,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16054,5.0,2.0,2.0,3.0,5.096,0.096,3.38
36198,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32551,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16062,5.0,2.0,2.0,3.0,5.096,0.096,3.38
41222,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23506,5.0,2.0,2.0,3.0,5.096,0.096,3.38
22782,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35508,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24351,5.0,2.0,2.0,3.0,5.096,0.096,3.38
19699,5.0,2.0,2.0,3.0,5.096,0.096,3.38
6848,5.0,2.0,2.0,3.0,5.096,0.096,3.38
27473,5.0,2.0,2.0,3.0,5.096,0.096,3.38
4094,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28898,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20862,5.0,2.0,2.0,3.0,5.096,0.096,3.38
16780,5.0,2.0,2.0,3.0,5.096,0.096,3.38
24570,5.0,2.0,2.0,3.0,5.096,0.096,3.38
29910,5.0,2.0,2.0,3.0,5.096,0.096,3.38
7180,5.0,2.0,2.0,3.0,5.096,0.096,3.38
26130,5.0,2.0,2.0,3.0,5.096,0.096,3.38
21538,5.0,2.0,2.0,3.0,5.096,0.096,3.38
20093,5.0,2.0,2.0,3.0,5.096,0.096,3.38
13325,5.0,2.0,2.0,3.0,5.096,0.096,3.38
30477,5.0,2.0,2.0,3.0,5.096,0.096,3.38
17086,5.0,2.0,2.0,3.0,5.096,0.096,3.38
17083,5.0,2.0,2.0,3.0,5.096,0.096,3.38
12435,5.0,2.0,2.0,3.0,5.096,0.096,3.38
34895,5.0,2.0,2.0,3.0,5.096,0.096,3.38
32953,5.0,2.0,2.0,3.0,5.096,0.096,3.38
18856,5.0,2.0,2.0,3.0,5.096,0.096,3.38
18674,5.0,2.0,2.0,3.0,5.096,0.096,3.38
17678,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23328,5.0,2.0,2.0,3.0,5.096,0.096,3.38
17682,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35814,5.0,2.0,2.0,3.0,5.096,0.096,3.38
21896,5.0,2.0,2.0,3.0,5.096,0.096,3.38
23356,5.0,2.0,2.0,3.0,5.096,0.096,3.38
34914,5.0,2.0,2.0,3.0,5.096,0.096,3.38
42977,5.0,2.0,2.0,3.0,5.096,0.096,3.38
7167,5.0,2.0,2.0,3.0,5.096,0.096,3.38
44520,5.0,2.0,2.0,3.0,5.096,0.096,3.38
3571,5.0,2.0,2.0,3.0,5.096,0.096,3.38
18141,5.0,2.0,2.0,3.0,5.096,0.096,3.38
42916,5.0,2.0,2.0,3.0,5.096,0.096,3.38
42226,5.0,2.0,2.0,3.0,5.096,0.096,3.38
1765,5.0,2.0,2.0,3.0,5.096,0.096,3.38
7192,5.0,2.0,2.0,3.0,5.096,0.096,3.38
25028,5.0,2.0,2.0,3.0,5.096,0.096,3.38
35718,5.0,2.0,2.0,3.0,5.096,0.096,3.38
10827,5.0,2.0,2.0,3.0,5.096,0.096,3.38
28527,5.0,2.0,2.0,3.0,5.096,0.096,3.38
2043,5.0,2.0,2.0,3.0,5.096,0.096,3.38
